n	i	cycles
200	50	6093224276.000000
300	50	13900997648.666666
400	50	24542389906.666668
500	50	38440974038.333336
600	50	54719816778.000000
700	50	74095081692.666672
800	50	96888667362.000000
900	50	123622511320.000000
1000	50	155242569801.000000
