n	i	cycles
40	10	5556622.600000
40	40	107518000.800000
40	70	437510300.600000
40	100	1128680058.600000
40	130	2355744068.000000
40	160	4268630487.000000
40	190	7066133172.000000
40	220	10904952230.799999
40	250	15942842223.200001
40	280	22476734886.400002
40	310	30622591047.599998
40	340	40634413158.000000
40	370	52473623546.199997
40	400	66368493600.400002
40	430	82856622752.000000
40	460	101804758859.399994
40	490	123172955524.399994
