n	i	cycles
200	10	33201304.200000
200	40	430378480.800000
200	70	1402659618.600000
200	100	3125619125.400000
200	130	5781386605.000000
200	160	9655709253.000000
200	190	14887154033.400000
200	220	21449727481.200001
200	250	29527899429.200001
200	280	40427008632.800003
200	310	52863814047.800003
200	340	68506088533.599998
200	370	84602555420.600006
200	400	107504463296.199997
200	430	130590466538.000000
200	460	156963182645.200012
200	490	184610590194.000000
