n	i	cycles
200	10	137967904.800000
200	40	2680611540.000000
200	70	10926125666.799999
200	100	28092057689.400002
200	130	58754474226.599998
200	160	106757266030.399994
200	190	177052005022.399994
200	220	273494710111.000000
200	250	402132976486.799988
200	280	563774644107.599976
200	310	766355345861.800049
200	340	1020188370789.199951
200	370	1314732577650.000000
200	400	1662980038011.800049
200	430	2077559834765.000000
200	460	2546668907985.600098
200	490	3084232242056.000000
